date,state,crop_name,price_usd_per_lb
2025-03-01,VT,Wheat (spring),0.078
2025-04-01,VT,Wheat (spring),0.075
2025-05-01,VT,Wheat (spring),0.071
2025-06-01,VT,Wheat (spring),0.07
2025-07-01,VT,Wheat (spring),0.072
2025-08-01,VT,Wheat (spring),0.075
2025-09-01,VT,Wheat (spring),0.073
2020-10-01,VT,Barley,0.092
2020-11-01,VT,Barley,0.091
2020-12-01,VT,Barley,0.093
2021-01-01,VT,Barley,0.096
2021-02-01,VT,Barley,0.095
2021-03-01,VT,Barley,0.099
2021-04-01,VT,Barley,0.095
2021-05-01,VT,Barley,0.097
2021-06-01,VT,Barley,0.1
2021-07-01,VT,Barley,0.103
2021-08-01,VT,Barley,0.099
2021-09-01,VT,Barley,0.098
2021-10-01,VT,Barley,0.099
2021-11-01,VT,Barley,0.101
2021-12-01,VT,Barley,0.101
2022-01-01,VT,Barley,0.105
2022-02-01,VT,Barley,0.101
2022-03-01,VT,Barley,0.1
2022-04-01,VT,Barley,0.095
2022-05-01,VT,Barley,0.097
2022-06-01,VT,Barley,0.099
2022-07-01,VT,Barley,0.109
2022-08-01,VT,Barley,0.112
2022-09-01,VT,Barley,0.113
2022-10-01,VT,Barley,0.114
2022-11-01,VT,Barley,0.113
2022-12-01,VT,Barley,0.113
2023-01-01,VT,Barley,0.114
2023-02-01,VT,Barley,0.107
2023-03-01,VT,Barley,0.108
2023-04-01,VT,Barley,0.108
2023-05-01,VT,Barley,0.114
2023-06-01,VT,Barley,0.114
2023-07-01,VT,Barley,0.111
2023-08-01,VT,Barley,0.112
2023-09-01,VT,Barley,0.112
2023-10-01,VT,Barley,0.112
2023-11-01,VT,Barley,0.107
2023-12-01,VT,Barley,0.107
2024-01-01,VT,Barley,0.105
2024-02-01,VT,Barley,0.104
2024-03-01,VT,Barley,0.107
2024-04-01,VT,Barley,0.105
2024-05-01,VT,Barley,0.104
2024-06-01,VT,Barley,0.106
2024-07-01,VT,Barley,0.105
2024-08-01,VT,Barley,0.113
2024-09-01,VT,Barley,0.114
2024-10-01,VT,Barley,0.11
2024-11-01,VT,Barley,0.107
2024-12-01,VT,Barley,0.104
2025-01-01,VT,Barley,0.101
2025-02-01,VT,Barley,0.103
2025-03-01,VT,Barley,0.099
2025-04-01,VT,Barley,0.098
2025-05-01,VT,Barley,0.102
2025-06-01,VT,Barley,0.1
2025-07-01,VT,Barley,0.102
2025-08-01,VT,Barley,0.097
2025-09-01,VT,Barley,0.096
2020-10-01,VT,Oats,0.088
2020-11-01,VT,Oats,0.088
2020-12-01,VT,Oats,0.086
2021-01-01,VT,Oats,0.091
2021-02-01,VT,Oats,0.086
2021-03-01,VT,Oats,0.089
2021-04-01,VT,Oats,0.092
2021-05-01,VT,Oats,0.093
2021-06-01,VT,Oats,0.093
2021-07-01,VT,Oats,0.098
2021-08-01,VT,Oats,0.105
2021-09-01,VT,Oats,0.105
2021-10-01,VT,Oats,0.105
2021-11-01,VT,Oats,0.103
2021-12-01,VT,Oats,0.1
2022-01-01,VT,Oats,0.101
2022-02-01,VT,Oats,0.102
2022-03-01,VT,Oats,0.097
2022-04-01,VT,Oats,0.098
2022-05-01,VT,Oats,0.099
2022-06-01,VT,Oats,0.097
2022-07-01,VT,Oats,0.095
2022-08-01,VT,Oats,0.097
2022-09-01,VT,Oats,0.101
2022-10-01,VT,Oats,0.102
2022-11-01,VT,Oats,0.105
2022-12-01,VT,Oats,0.102
2023-01-01,VT,Oats,0.101
2023-02-01,VT,Oats,0.103
2023-03-01,VT,Oats,0.099
2023-04-01,VT,Oats,0.099
2023-05-01,VT,Oats,0.101
2023-06-01,VT,Oats,0.101
2023-07-01,VT,Oats,0.102
2023-08-01,VT,Oats,0.102
2023-09-01,VT,Oats,0.1
2023-10-01,VT,Oats,0.096
2023-11-01,VT,Oats,0.096
2023-12-01,VT,Oats,0.1
2024-01-01,VT,Oats,0.103
2024-02-01,VT,Oats,0.102
2024-03-01,VT,Oats,0.101
2024-04-01,VT,Oats,0.099
2024-05-01,VT,Oats,0.098
2024-06-01,VT,Oats,0.099
2024-07-01,VT,Oats,0.102
2024-08-01,VT,Oats,0.109
2024-09-01,VT,Oats,0.106
2024-10-01,VT,Oats,0.108
2024-11-01,VT,Oats,0.11
2024-12-01,VT,Oats,0.109
2025-01-01,VT,Oats,0.106
2025-02-01,VT,Oats,0.106
2025-03-01,VT,Oats,0.113
2025-04-01,VT,Oats,0.114
2025-05-01,VT,Oats,0.111
2025-06-01,VT,Oats,0.111
2025-07-01,VT,Oats,0.107
2025-08-01,VT,Oats,0.107
2025-09-01,VT,Oats,0.109
2020-10-01,VT,Canola (rapeseed),0.264
2020-11-01,VT,Canola (rapeseed),0.239
2020-12-01,VT,Canola (rapeseed),0.241
2021-01-01,VT,Canola (rapeseed),0.237
2021-02-01,VT,Canola (rapeseed),0.232
2021-03-01,VT,Canola (rapeseed),0.226
2021-04-01,VT,Canola (rapeseed),0.229
2021-05-01,VT,Canola (rapeseed),0.226
2021-06-01,VT,Canola (rapeseed),0.233
2021-07-01,VT,Canola (rapeseed),0.239
2021-08-01,VT,Canola (rapeseed),0.237
2021-09-01,VT,Canola (rapeseed),0.234
2021-10-01,VT,Canola (rapeseed),0.234
2021-11-01,VT,Canola (rapeseed),0.233
2021-12-01,VT,Canola (rapeseed),0.221
2022-01-01,VT,Canola (rapeseed),0.234
2022-02-01,VT,Canola (rapeseed),0.239
2022-03-01,VT,Canola (rapeseed),0.236
2022-04-01,VT,Canola (rapeseed),0.222
2022-05-01,VT,Canola (rapeseed),0.221
2022-06-01,VT,Canola (rapeseed),0.217
2022-07-01,VT,Canola (rapeseed),0.217
2022-08-01,VT,Canola (rapeseed),0.202
2022-09-01,VT,Canola (rapeseed),0.2
2022-10-01,VT,Canola (rapeseed),0.197
2022-11-01,VT,Canola (rapeseed),0.196
2022-12-01,VT,Canola (rapeseed),0.195
2023-01-01,VT,Canola (rapeseed),0.195
2023-02-01,VT,Canola (rapeseed),0.204
2023-03-01,VT,Canola (rapeseed),0.201
2023-04-01,VT,Canola (rapeseed),0.195
2023-05-01,VT,Canola (rapeseed),0.185
2023-06-01,VT,Canola (rapeseed),0.182
2023-07-01,VT,Canola (rapeseed),0.175
2023-08-01,VT,Canola (rapeseed),0.18
2023-09-01,VT,Canola (rapeseed),0.179
2023-10-01,VT,Canola (rapeseed),0.184
2023-11-01,VT,Canola (rapeseed),0.192
2023-12-01,VT,Canola (rapeseed),0.187
2024-01-01,VT,Canola (rapeseed),0.185
2024-02-01,VT,Canola (rapeseed),0.193
2024-03-01,VT,Canola (rapeseed),0.194
2024-04-01,VT,Canola (rapeseed),0.197
2024-05-01,VT,Canola (rapeseed),0.203
2024-06-01,VT,Canola (rapeseed),0.208
2024-07-01,VT,Canola (rapeseed),0.211
2024-08-01,VT,Canola (rapeseed),0.22
2024-09-01,VT,Canola (rapeseed),0.219
2024-10-01,VT,Canola (rapeseed),0.223
2024-11-01,VT,Canola (rapeseed),0.222
2024-12-01,VT,Canola (rapeseed),0.228
2025-01-01,VT,Canola (rapeseed),0.224
2025-02-01,VT,Canola (rapeseed),0.212
2025-03-01,VT,Canola (rapeseed),0.216
2025-04-01,VT,Canola (rapeseed),0.21
2025-05-01,VT,Canola (rapeseed),0.203
2025-06-01,VT,Canola (rapeseed),0.21
2025-07-01,VT,Canola (rapeseed),0.217
2025-08-01,VT,Canola (rapeseed),0.214
2025-09-01,VT,Canola (rapeseed),0.195
2020-10-01,VT,Sunflower,0.264
2020-11-01,VT,Sunflower,0.269
2020-12-01,VT,Sunflower,0.274
2021-01-01,VT,Sunflower,0.277
2021-02-01,VT,Sunflower,0.276
2021-03-01,VT,Sunflower,0.273
2021-04-01,VT,Sunflower,0.263
2021-05-01,VT,Sunflower,0.258
2021-06-01,VT,Sunflower,0.26
2021-07-01,VT,Sunflower,0.263
2021-08-01,VT,Sunflower,0.269
2021-09-01,VT,Sunflower,0.258
2021-10-01,VT,Sunflower,0.245
2021-11-01,VT,Sunflower,0.242
2021-12-01,VT,Sunflower,0.235
2022-01-01,VT,Sunflower,0.236
2022-02-01,VT,Sunflower,0.227
2022-03-01,VT,Sunflower,0.235
2022-04-01,VT,Sunflower,0.229
2022-05-01,VT,Sunflower,0.24
2022-06-01,VT,Sunflower,0.244
2022-07-01,VT,Sunflower,0.236
2022-08-01,VT,Sunflower,0.251
2022-09-01,VT,Sunflower,0.253
2022-10-01,VT,Sunflower,0.254
2022-11-01,VT,Sunflower,0.254
2022-12-01,VT,Sunflower,0.257
2023-01-01,VT,Sunflower,0.261
2023-02-01,VT,Sunflower,0.255
2023-03-01,VT,Sunflower,0.253
2023-04-01,VT,Sunflower,0.254
2023-05-01,VT,Sunflower,0.258
2023-06-01,VT,Sunflower,0.263
2023-07-01,VT,Sunflower,0.264
2023-08-01,VT,Sunflower,0.26
2023-09-01,VT,Sunflower,0.255
2023-10-01,VT,Sunflower,0.246
2023-11-01,VT,Sunflower,0.25
2023-12-01,VT,Sunflower,0.246
2024-01-01,VT,Sunflower,0.244
2024-02-01,VT,Sunflower,0.246
2024-03-01,VT,Sunflower,0.246
2024-04-01,VT,Sunflower,0.246
2024-05-01,VT,Sunflower,0.239
2024-06-01,VT,Sunflower,0.241
2024-07-01,VT,Sunflower,0.239
2024-08-01,VT,Sunflower,0.239
2024-09-01,VT,Sunflower,0.247
2024-10-01,VT,Sunflower,0.251
2024-11-01,VT,Sunflower,0.246
2024-12-01,VT,Sunflower,0.245
2025-01-01,VT,Sunflower,0.257
2025-02-01,VT,Sunflower,0.255
2025-03-01,VT,Sunflower,0.255
2025-04-01,VT,Sunflower,0.26
2025-05-01,VT,Sunflower,0.262
2025-06-01,VT,Sunflower,0.259
2025-07-01,VT,Sunflower,0.253
2025-08-01,VT,Sunflower,0.253
2025-09-01,VT,Sunflower,0.258
2020-10-01,VT,Potato,0.25
2020-11-01,VT,Potato,0.239
2020-12-01,VT,Potato,0.251
2021-01-01,VT,Potato,0.249
2021-02-01,VT,Potato,0.256
2021-03-01,VT,Potato,0.25
2021-04-01,VT,Potato,0.238
2021-05-01,VT,Potato,0.229
2021-06-01,VT,Potato,0.226
2021-07-01,VT,Potato,0.23
2021-08-01,VT,Potato,0.23
2021-09-01,VT,Potato,0.229
2021-10-01,VT,Potato,0.236
2021-11-01,VT,Potato,0.236
2021-12-01,VT,Potato,0.238
2022-01-01,VT,Potato,0.26
2022-02-01,VT,Potato,0.26
2022-03-01,VT,Potato,0.255
2022-04-01,VT,Potato,0.259
2022-05-01,VT,Potato,0.264
2022-06-01,VT,Potato,0.267
2022-07-01,VT,Potato,0.268
2022-08-01,VT,Potato,0.28
2022-09-01,VT,Potato,0.291
2022-10-01,VT,Potato,0.29
2022-11-01,VT,Potato,0.285
2022-12-01,VT,Potato,0.288
2023-01-01,VT,Potato,0.283
2023-02-01,VT,Potato,0.29
2023-03-01,VT,Potato,0.294
2023-04-01,VT,Potato,0.317
2023-05-01,VT,Potato,0.331
2023-06-01,VT,Potato,0.321
2023-07-01,VT,Potato,0.316
2023-08-01,VT,Potato,0.298
2023-09-01,VT,Potato,0.279
2023-10-01,VT,Potato,0.279
2023-11-01,VT,Potato,0.269
2023-12-01,VT,Potato,0.283
2024-01-01,VT,Potato,0.293
2024-02-01,VT,Potato,0.29
2024-03-01,VT,Potato,0.287
2024-04-01,VT,Potato,0.3
2024-05-01,VT,Potato,0.316
2024-06-01,VT,Potato,0.307
2024-07-01,VT,Potato,0.297
2024-08-01,VT,Potato,0.294
2024-09-01,VT,Potato,0.298
2024-10-01,VT,Potato,0.293
2024-11-01,VT,Potato,0.297
2024-12-01,VT,Potato,0.315
2025-01-01,VT,Potato,0.302
2025-02-01,VT,Potato,0.298
2025-03-01,VT,Potato,0.285
2025-04-01,VT,Potato,0.278
2025-05-01,VT,Potato,0.276
2025-06-01,VT,Potato,0.27
2025-07-01,VT,Potato,0.274
2025-08-01,VT,Potato,0.275
2025-09-01,VT,Potato,0.277
2020-10-01,VT,Alfalfa,0.119
2020-11-01,VT,Alfalfa,0.118
2020-12-01,VT,Alfalfa,0.117
2021-01-01,VT,Alfalfa,0.116
2021-02-01,VT,Alfalfa,0.117
2021-03-01,VT,Alfalfa,0.111
2021-04-01,VT,Alfalfa,0.112
2021-05-01,VT,Alfalfa,0.109
2021-06-01,VT,Alfalfa,0.108
2021-07-01,VT,Alfalfa,0.103
2021-08-01,VT,Alfalfa,0.101
2021-09-01,VT,Alfalfa,0.102
2021-10-01,VT,Alfalfa,0.104
2021-11-01,VT,Alfalfa,0.1
2021-12-01,VT,Alfalfa,0.101
2022-01-01,VT,Alfalfa,0.105
2022-02-01,VT,Alfalfa,0.103
2022-03-01,VT,Alfalfa,0.103
2022-04-01,VT,Alfalfa,0.097
2022-05-01,VT,Alfalfa,0.094
2022-06-01,VT,Alfalfa,0.095
2022-07-01,VT,Alfalfa,0.098
2022-08-01,VT,Alfalfa,0.096
2022-09-01,VT,Alfalfa,0.104
2022-10-01,VT,Alfalfa,0.105
2022-11-01,VT,Alfalfa,0.101
2022-12-01,VT,Alfalfa,0.104
2023-01-01,VT,Alfalfa,0.101
2023-02-01,VT,Alfalfa,0.102
2023-03-01,VT,Alfalfa,0.099
2023-04-01,VT,Alfalfa,0.095
2023-05-01,VT,Alfalfa,0.097
2023-06-01,VT,Alfalfa,0.097
2023-07-01,VT,Alfalfa,0.102
2023-08-01,VT,Alfalfa,0.099
2023-09-01,VT,Alfalfa,0.094
2023-10-01,VT,Alfalfa,0.093
2023-11-01,VT,Alfalfa,0.101
2023-12-01,VT,Alfalfa,0.103
2024-01-01,VT,Alfalfa,0.105
2024-02-01,VT,Alfalfa,0.107
2024-03-01,VT,Alfalfa,0.105
2024-04-01,VT,Alfalfa,0.114
2024-05-01,VT,Alfalfa,0.115
2024-06-01,VT,Alfalfa,0.117
2024-07-01,VT,Alfalfa,0.12
2024-08-01,VT,Alfalfa,0.115
2024-09-01,VT,Alfalfa,0.112
2024-10-01,VT,Alfalfa,0.112
2024-11-01,VT,Alfalfa,0.115
2024-12-01,VT,Alfalfa,0.11
2025-01-01,VT,Alfalfa,0.11
2025-02-01,VT,Alfalfa,0.109
2025-03-01,VT,Alfalfa,0.104
2025-04-01,VT,Alfalfa,0.103
2025-05-01,VT,Alfalfa,0.104
2025-06-01,VT,Alfalfa,0.1
2025-07-01,VT,Alfalfa,0.104
2025-08-01,VT,Alfalfa,0.105
2025-09-01,VT,Alfalfa,0.107
2020-10-01,VT,Carrot,0.34
2020-11-01,VT,Carrot,0.329
2020-12-01,VT,Carrot,0.323
2021-01-01,VT,Carrot,0.326
2021-02-01,VT,Carrot,0.32
2021-03-01,VT,Carrot,0.321
2021-04-01,VT,Carrot,0.313
2021-05-01,VT,Carrot,0.317
2021-06-01,VT,Carrot,0.322
2021-07-01,VT,Carrot,0.306
2021-08-01,VT,Carrot,0.307
2021-09-01,VT,Carrot,0.293
2021-10-01,VT,Carrot,0.277
2021-11-01,VT,Carrot,0.272
2021-12-01,VT,Carrot,0.294
2022-01-01,VT,Carrot,0.301
2022-02-01,VT,Carrot,0.314
2022-03-01,VT,Carrot,0.32
2022-04-01,VT,Carrot,0.322
2022-05-01,VT,Carrot,0.33
2022-06-01,VT,Carrot,0.324
2022-07-01,VT,Carrot,0.328
2022-08-01,VT,Carrot,0.34
2022-09-01,VT,Carrot,0.347
2022-10-01,VT,Carrot,0.36
2022-11-01,VT,Carrot,0.362
2022-12-01,VT,Carrot,0.38
2023-01-01,VT,Carrot,0.378
2023-02-01,VT,Carrot,0.402
2023-03-01,VT,Carrot,0.409
2023-04-01,VT,Carrot,0.404
2023-05-01,VT,Carrot,0.39
2023-06-01,VT,Carrot,0.381
2023-07-01,VT,Carrot,0.37
2023-08-01,VT,Carrot,0.369
2023-09-01,VT,Carrot,0.355
2023-10-01,VT,Carrot,0.368
2023-11-01,VT,Carrot,0.37
2023-12-01,VT,Carrot,0.37
2024-01-01,VT,Carrot,0.357
2024-02-01,VT,Carrot,0.349
2024-03-01,VT,Carrot,0.326
2024-04-01,VT,Carrot,0.342
2024-05-01,VT,Carrot,0.327
2024-06-01,VT,Carrot,0.314
2024-07-01,VT,Carrot,0.327
2024-08-01,VT,Carrot,0.331
2024-09-01,VT,Carrot,0.332
2024-10-01,VT,Carrot,0.336
2024-11-01,VT,Carrot,0.345
2024-12-01,VT,Carrot,0.346
2025-01-01,VT,Carrot,0.33
2025-02-01,VT,Carrot,0.338
2025-03-01,VT,Carrot,0.342
2025-04-01,VT,Carrot,0.354
2025-05-01,VT,Carrot,0.341
2025-06-01,VT,Carrot,0.333
2025-07-01,VT,Carrot,0.337
2025-08-01,VT,Carrot,0.327
2025-09-01,VT,Carrot,0.304
2020-10-01,VT,Lettuce,0.583
2020-11-01,VT,Lettuce,0.599
2020-12-01,VT,Lettuce,0.597
2021-01-01,VT,Lettuce,0.607
2021-02-01,VT,Lettuce,0.614
2021-03-01,VT,Lettuce,0.614
2021-04-01,VT,Lettuce,0.617
2021-05-01,VT,Lettuce,0.642
2021-06-01,VT,Lettuce,0.623
2021-07-01,VT,Lettuce,0.637
2021-08-01,VT,Lettuce,0.615
2021-09-01,VT,Lettuce,0.6
2021-10-01,VT,Lettuce,0.622
2021-11-01,VT,Lettuce,0.599
2021-12-01,VT,Lettuce,0.595
2022-01-01,VT,Lettuce,0.637
2022-02-01,VT,Lettuce,0.657
2022-03-01,VT,Lettuce,0.642
2022-04-01,VT,Lettuce,0.631
2022-05-01,VT,Lettuce,0.628
2022-06-01,VT,Lettuce,0.653
2022-07-01,VT,Lettuce,0.633
2022-08-01,VT,Lettuce,0.613
2022-09-01,VT,Lettuce,0.626
2022-10-01,VT,Lettuce,0.594
2022-11-01,VT,Lettuce,0.578
2022-12-01,VT,Lettuce,0.577
2023-01-01,VT,Lettuce,0.576
2023-02-01,VT,Lettuce,0.553
2023-03-01,VT,Lettuce,0.558
2023-04-01,VT,Lettuce,0.568
2023-05-01,VT,Lettuce,0.556
2023-06-01,VT,Lettuce,0.584
2023-07-01,VT,Lettuce,0.59
2023-08-01,VT,Lettuce,0.572
2023-09-01,VT,Lettuce,0.6
2023-10-01,VT,Lettuce,0.591
2023-11-01,VT,Lettuce,0.594
2023-12-01,VT,Lettuce,0.585
2024-01-01,VT,Lettuce,0.596
2024-02-01,VT,Lettuce,0.588
2024-03-01,VT,Lettuce,0.58
2024-04-01,VT,Lettuce,0.577
2024-05-01,VT,Lettuce,0.569
2024-06-01,VT,Lettuce,0.587
2024-07-01,VT,Lettuce,0.565
2024-08-01,VT,Lettuce,0.564
2024-09-01,VT,Lettuce,0.566
2024-10-01,VT,Lettuce,0.564
2024-11-01,VT,Lettuce,0.58
2024-12-01,VT,Lettuce,0.554
2025-01-01,VT,Lettuce,0.563
2025-02-01,VT,Lettuce,0.542
2025-03-01,VT,Lettuce,0.534
2025-04-01,VT,Lettuce,0.512
2025-05-01,VT,Lettuce,0.507
2025-06-01,VT,Lettuce,0.498
2025-07-01,VT,Lettuce,0.523
2025-08-01,VT,Lettuce,0.527
2025-09-01,VT,Lettuce,0.534
2020-10-01,VT,Soybean,0.116
2020-11-01,VT,Soybean,0.119
2020-12-01,VT,Soybean,0.124
2021-01-01,VT,Soybean,0.128
2021-02-01,VT,Soybean,0.123
2021-03-01,VT,Soybean,0.121
2021-04-01,VT,Soybean,0.121
2021-05-01,VT,Soybean,0.119
2021-06-01,VT,Soybean,0.128
2021-07-01,VT,Soybean,0.126
2021-08-01,VT,Soybean,0.126
2021-09-01,VT,Soybean,0.124
2021-10-01,VT,Soybean,0.125
2021-11-01,VT,Soybean,0.13
2021-12-01,VT,Soybean,0.13
2022-01-01,VT,Soybean,0.13
2022-02-01,VT,Soybean,0.125
2022-03-01,VT,Soybean,0.13
2022-04-01,VT,Soybean,0.129
2022-05-01,VT,Soybean,0.129
2022-06-01,VT,Soybean,0.12
2022-07-01,VT,Soybean,0.119
2022-08-01,VT,Soybean,0.118
2022-09-01,VT,Soybean,0.111
2022-10-01,VT,Soybean,0.115
2022-11-01,VT,Soybean,0.113
2022-12-01,VT,Soybean,0.119
2023-01-01,VT,Soybean,0.124
2023-02-01,VT,Soybean,0.122
2023-03-01,VT,Soybean,0.127
2023-04-01,VT,Soybean,0.133
2023-05-01,VT,Soybean,0.13
2023-06-01,VT,Soybean,0.126
2023-07-01,VT,Soybean,0.118
2023-08-01,VT,Soybean,0.12
2023-09-01,VT,Soybean,0.116
2023-10-01,VT,Soybean,0.118
2023-11-01,VT,Soybean,0.116
2023-12-01,VT,Soybean,0.113
2024-01-01,VT,Soybean,0.111
2024-02-01,VT,Soybean,0.107
2024-03-01,VT,Soybean,0.105
2024-04-01,VT,Soybean,0.102
2024-05-01,VT,Soybean,0.102
2024-06-01,VT,Soybean,0.103
2024-07-01,VT,Soybean,0.099
2024-08-01,VT,Soybean,0.103
2024-09-01,VT,Soybean,0.102
2024-10-01,VT,Soybean,0.107
2024-11-01,VT,Soybean,0.108
2024-12-01,VT,Soybean,0.108
2025-01-01,VT,Soybean,0.106
2025-02-01,VT,Soybean,0.108
2025-03-01,VT,Soybean,0.108
2025-04-01,VT,Soybean,0.111
2025-05-01,VT,Soybean,0.116
2025-06-01,VT,Soybean,0.114
2025-07-01,VT,Soybean,0.116
2025-08-01,VT,Soybean,0.118
2025-09-01,VT,Soybean,0.12
2020-10-01,VA,Corn (field),0.079
2020-11-01,VA,Corn (field),0.078
2020-12-01,VA,Corn (field),0.077
2021-01-01,VA,Corn (field),0.075
2021-02-01,VA,Corn (field),0.073
2021-03-01,VA,Corn (field),0.073
2021-04-01,VA,Corn (field),0.071
2021-05-01,VA,Corn (field),0.072
2021-06-01,VA,Corn (field),0.072
2021-07-01,VA,Corn (field),0.073
2021-08-01,VA,Corn (field),0.072
2021-09-01,VA,Corn (field),0.072
2021-10-01,VA,Corn (field),0.072
2021-11-01,VA,Corn (field),0.074
2021-12-01,VA,Corn (field),0.073
2022-01-01,VA,Corn (field),0.073
2022-02-01,VA,Corn (field),0.071
2022-03-01,VA,Corn (field),0.072
2022-04-01,VA,Corn (field),0.071
2022-05-01,VA,Corn (field),0.069
2022-06-01,VA,Corn (field),0.067
2022-07-01,VA,Corn (field),0.064
2022-08-01,VA,Corn (field),0.063
2022-09-01,VA,Corn (field),0.066
2022-10-01,VA,Corn (field),0.065
2022-11-01,VA,Corn (field),0.06
2022-12-01,VA,Corn (field),0.061
2023-01-01,VA,Corn (field),0.059
2023-02-01,VA,Corn (field),0.061
2023-03-01,VA,Corn (field),0.06
2023-04-01,VA,Corn (field),0.059
2023-05-01,VA,Corn (field),0.061
2023-06-01,VA,Corn (field),0.063
2023-07-01,VA,Corn (field),0.06
2023-08-01,VA,Corn (field),0.058
2023-09-01,VA,Corn (field),0.055
2023-10-01,VA,Corn (field),0.059
2023-11-01,VA,Corn (field),0.058
2023-12-01,VA,Corn (field),0.06
2024-01-01,VA,Corn (field),0.059
2024-02-01,VA,Corn (field),0.057
2024-03-01,VA,Corn (field),0.057
2024-04-01,VA,Corn (field),0.056
2024-05-01,VA,Corn (field),0.058
2024-06-01,VA,Corn (field),0.059
2024-07-01,VA,Corn (field),0.058
2024-08-01,VA,Corn (field),0.056
2024-09-01,VA,Corn (field),0.054
2024-10-01,VA,Corn (field),0.05
2024-11-01,VA,Corn (field),0.05
2024-12-01,VA,Corn (field),0.05
2025-01-01,VA,Corn (field),0.048
2025-02-01,VA,Corn (field),0.046
2025-03-01,VA,Corn (field),0.046
2025-04-01,VA,Corn (field),0.045
2025-05-01,VA,Corn (field),0.045
2025-06-01,VA,Corn (field),0.044
2025-07-01,VA,Corn (field),0.045
2025-08-01,VA,Corn (field),0.044
2025-09-01,VA,Corn (field),0.043
2020-10-01,VA,Soybean,0.113
2020-11-01,VA,Soybean,0.113
2020-12-01,VA,Soybean,0.113
2021-01-01,VA,Soybean,0.113
2021-02-01,VA,Soybean,0.119
2021-03-01,VA,Soybean,0.12
2021-04-01,VA,Soybean,0.119
2021-05-01,VA,Soybean,0.121
2021-06-01,VA,Soybean,0.129
2021-07-01,VA,Soybean,0.13
2021-08-01,VA,Soybean,0.121
2021-09-01,VA,Soybean,0.123
2021-10-01,VA,Soybean,0.119
2021-11-01,VA,Soybean,0.112
2021-12-01,VA,Soybean,0.118
2022-01-01,VA,Soybean,0.123
2022-02-01,VA,Soybean,0.12
2022-03-01,VA,Soybean,0.117
2022-04-01,VA,Soybean,0.117
2022-05-01,VA,Soybean,0.114
2022-06-01,VA,Soybean,0.114
2022-07-01,VA,Soybean,0.111
2022-08-01,VA,Soybean,0.11
2022-09-01,VA,Soybean,0.105
2022-10-01,VA,Soybean,0.108
2022-11-01,VA,Soybean,0.112
2022-12-01,VA,Soybean,0.112
2023-01-01,VA,Soybean,0.111
2023-02-01,VA,Soybean,0.114
2023-03-01,VA,Soybean,0.114
2023-04-01,VA,Soybean,0.119
2023-05-01,VA,Soybean,0.115
2023-06-01,VA,Soybean,0.118
2023-07-01,VA,Soybean,0.117
2023-08-01,VA,Soybean,0.113
2023-09-01,VA,Soybean,0.121
2023-10-01,VA,Soybean,0.13
2023-11-01,VA,Soybean,0.129
2023-12-01,VA,Soybean,0.131
2024-01-01,VA,Soybean,0.129
2024-02-01,VA,Soybean,0.128
2024-03-01,VA,Soybean,0.123
2024-04-01,VA,Soybean,0.118
2024-05-01,VA,Soybean,0.125
2024-06-01,VA,Soybean,0.125
2024-07-01,VA,Soybean,0.125
2024-08-01,VA,Soybean,0.122
2024-09-01,VA,Soybean,0.123
2024-10-01,VA,Soybean,0.117
2024-11-01,VA,Soybean,0.114
2024-12-01,VA,Soybean,0.11
2025-01-01,VA,Soybean,0.115
2025-02-01,VA,Soybean,0.109
2025-03-01,VA,Soybean,0.105
2025-04-01,VA,Soybean,0.099
2025-05-01,VA,Soybean,0.096
2025-06-01,VA,Soybean,0.095
2025-07-01,VA,Soybean,0.097
2025-08-01,VA,Soybean,0.097
2025-09-01,VA,Soybean,0.096
2020-10-01,VA,Wheat (winter),0.101
2020-11-01,VA,Wheat (winter),0.1
2020-12-01,VA,Wheat (winter),0.107
2021-01-01,VA,Wheat (winter),0.105
2021-02-01,VA,Wheat (winter),0.106
2021-03-01,VA,Wheat (winter),0.109
2021-04-01,VA,Wheat (winter),0.107
2021-05-01,VA,Wheat (winter),0.107
2021-06-01,VA,Wheat (winter),0.106
2021-07-01,VA,Wheat (winter),0.107
2021-08-01,VA,Wheat (winter),0.107
2021-09-01,VA,Wheat (winter),0.106
2021-10-01,VA,Wheat (winter),0.103
2021-11-01,VA,Wheat (winter),0.108
2021-12-01,VA,Wheat (winter),0.11
2022-01-01,VA,Wheat (winter),0.105
2022-02-01,VA,Wheat (winter),0.104
2022-03-01,VA,Wheat (winter),0.099
2022-04-01,VA,Wheat (winter),0.101
2022-05-01,VA,Wheat (winter),0.101
2022-06-01,VA,Wheat (winter),0.101
2022-07-01,VA,Wheat (winter),0.099
2022-08-01,VA,Wheat (winter),0.098
2022-09-01,VA,Wheat (winter),0.1
2022-10-01,VA,Wheat (winter),0.103
2022-11-01,VA,Wheat (winter),0.106
2022-12-01,VA,Wheat (winter),0.101
2023-01-01,VA,Wheat (winter),0.1
2023-02-01,VA,Wheat (winter),0.101
2023-03-01,VA,Wheat (winter),0.099
2023-04-01,VA,Wheat (winter),0.094
2023-05-01,VA,Wheat (winter),0.09
2023-06-01,VA,Wheat (winter),0.094
2023-07-01,VA,Wheat (winter),0.091
2023-08-01,VA,Wheat (winter),0.091
2023-09-01,VA,Wheat (winter),0.091
2023-10-01,VA,Wheat (winter),0.09
2023-11-01,VA,Wheat (winter),0.089
2023-12-01,VA,Wheat (winter),0.091
